Date,Close/Last,Volume,Open,High,Low
9/14/2023,413.9,3660901,412.67,414.51,411.42
9/13/2023,410.35,2529748,410.03,411.4,408.99
9/12/2023,409.87,7595296,410.7,412.15,409.29
9/11/2023,412.08,3346563,411.88,412.38,410.29
9/8/2023,409.39,4125223,408.82,410.84,408.49
9/7/2023,408.83,2245759,407.17,409.43,406.855
9/6/2023,410.05,3744068,412.1,412.13,407.83
9/5/2023,412.9,4426687,414.2,414.47,412.77
9/1/2023,414.71,3587971,416.46,416.88,413.21
8/31/2023,413.83,4751131,414.982,416.12,413.66
8/30/2023,414.36,3004516,413.03,415.0292,412.4
8/29/2023,412.64,3482664,406.78,412.98,406.57
8/28/2023,406.86,3236711,406.36,407.44,405.1
8/25/2023,404.2,4417835,403.08,405.8,399.71
8/24/2023,401.54,3458791,408.6,409.079,401.4
8/23/2023,406.95,3249964,403.56,407.67,403.47
8/22/2023,402.61,2648051,405.35,405.4,402.06
8/21/2023,403.74,3292434,402.14,404.39,399.99
8/18/2023,401.09,4157667,398.17,402.02,397.85
8/17/2023,400.72,7102504,405.33,405.58,400.37
8/16/2023,403.99,3353653,406.59,408.11,403.87
8/15/2023,407,4686119,410.09,411.7125,406.41
8/14/2023,411.72,2772912,408.56,411.74,408.31
8/11/2023,409.41,2918862,407.95,410.41,407.34
8/10/2023,409.79,4588326,411.8,415.05,408.62
8/9/2023,409.55,3145934,412.66,412.73,408.85
8/8/2023,412.29,3780086,411.76,412.74,409.125
8/7/2023,414.08,2597977,412.29,414.24,411.64
8/4/2023,410.38,5717266,414.15,416.1285,410.03
8/3/2023,412.4,3028199,411.68,414.19,411.09
8/2/2023,413.57,4979068,416.46,416.7,412.88
8/1/2023,419.38,3137275,419.26,420.08,418.55
7/31/2023,420.68,3454537,420.32,420.97,419.05
7/28/2023,419.87,2702729,418.93,420.62,418.16
7/27/2023,415.82,4149443,421.79,422.15,414.92
7/26/2023,418.66,6138837,417.62,419.89,416.58
7/25/2023,418.56,3949308,417.08,419.65,417.0674
7/24/2023,417.33,3471126,416.58,418.1,416.015
7/21/2023,415.57,3176713,417.11,417.3,415.48
7/20/2023,415.52,4084997,417.3,418.16,414.82
7/19/2023,418.25,3494916,418.07,419.37,417.49
7/18/2023,417.35,3597284,413.91,417.93,413.54
7/17/2023,414.21,2968267,412.65,415.2495,412.63
7/14/2023,412.77,3680945,413.94,414.71,412.08
7/13/2023,413.1,3273427,411.54,413.81,411.13
7/12/2023,409.76,4246359,410.19,411.13,408.79
7/11/2023,406.56,3181871,404.77,407,403.77
7/10/2023,403.97,3362277,402.63,404.11,402.06
7/7/2023,402.89,3673249,403.03,406.679,402.71
7/6/2023,403.83,6040271,403.78,404.35,401.56
7/5/2023,407.15,4234124,406.01,407.84,406.01
7/3/2023,408.06,2372019,406.92,408.06,406.68
6/30/2023,407.28,5173692,405.4,408.22,405.29
6/29/2023,402.51,3914849,400.6,402.67,400.19
6/28/2023,402.55,4320672,401.35,403.485,400.71
6/27/2023,402.37,4302361,398.8,402.93,398.39
6/26/2023,397.96,3250700,399.04,400.86,397.73
6/23/2023,399.61,4215307,399.33,401.28,398.93
6/22/2023,402.63,3141021,400.28,402.72,399.95
6/21/2023,401.17,3423543,402.31,403.06,400.67
6/20/2023,403.38,4246881,403.49,404.32,401.26
6/16/2023,405.25,5141885,408.69,408.76,404.89
6/15/2023,406.75,5284984,401,407.93,400.89
6/14/2023,401.6,5161278,401.61,403.436,398.46
6/13/2023,401.29,3913085,400.019,401.85,399.4
6/12/2023,398.66,3797245,395.98,398.685,395.3
6/9/2023,395.03,3062868,395.05,396.93,394.08
6/8/2023,394.37,3460351,391.96,394.73,391.29
6/7/2023,392.02,3942893,393.67,394.76,391.54
6/6/2023,393.31,2894663,392.05,393.79,391.41
6/5/2023,392.5,3481154,393.54,394.77,391.79
6/2/2023,393.26,7368902,390.08,393.96,389.54
6/1/2023,387.57,3563555,384.2,388.57,382.97
5/31/2023,383.89,4205348,384.31,385.16,382.42
5/30/2023,385.99,3968451,387.76,388.26,384.76
5/26/2023,385.87,3042792,381.64,386.57,381.535
5/25/2023,380.92,3315872,380.99,382.28,378.92
5/24/2023,377.63,3611592,378.91,379.25,376.57
5/23/2023,380.48,2887264,383.19,384.11,380.08
5/22/2023,384.78,2784012,384.66,386.23,383.47
5/19/2023,384.57,3649043,386.02,386.54,383.44
5/18/2023,385.18,3340620,381.26,385.57,381
5/17/2023,381.45,3222645,378.85,382.09,377.28
5/16/2023,376.95,2277616,378.39,379.28,376.91
5/15/2023,379.46,3882561,378.74,379.84,376.91
5/12/2023,378.15,2531015,379.85,380.01,375.835
5/11/2023,378.66,2676622,378.47,378.88,376.67
5/10/2023,379.19,3512947,380.28,380.83,375.64
5/9/2023,377.54,2271049,377.71,378.58,377.33
5/8/2023,379.18,2957618,379.41,379.62,377.88
5/5/2023,378.97,3139394,375.74,380.09,375.43
5/4/2023,372.14,4421484,373.84,374.11,370.92
5/3/2023,374.88,5513039,377.91,380.2,374.6
5/2/2023,377.51,4311590,381.06,381.11,374.67
5/1/2023,381.79,3069297,381.73,383.64,381.52
4/28/2023,382.05,3386907,378.04,382.12,378
4/27/2023,378.81,4302377,373.89,379.13,373.67
4/26/2023,371.44,3766896,373.66,374.68,370.98
4/25/2023,373.1,3795428,377.18,377.7,373.02
4/24/2023,379.09,2310373,378.48,379.47,377.23
4/21/2023,378.59,2762306,378.68,379.1,376.82
4/20/2023,378.37,2953173,377.78,380.07,376.94
4/19/2023,380.52,2671311,378.73,381.33,378.67
4/18/2023,380.54,3019268,381.84,381.915,379.24
4/17/2023,380.28,2721004,378.84,380.32,377.68
4/14/2023,378.99,2981653,379.27,381.33,376.72
4/13/2023,379.77,2680870,375.91,380.17,375.4448
4/12/2023,374.91,3624173,378.4,378.62,374.32
4/11/2023,376.41,3069001,376.9,377.76,375.69
4/10/2023,376.36,2671117,373.55,376.39,372.96
4/6/2023,375.95,3076223,373.67,376.185,372.72
4/5/2023,374.52,3227735,374.71,375.42,372.89
4/4/2023,375.43,2713278,378.19,378.4,374.13
4/3/2023,377.56,3525296,375.6,377.91,375.22
3/31/2023,376.07,4159844,371.78,376.34,371.65
3/30/2023,370.89,3316742,371.23,371.48,369.102
3/29/2023,368.69,3636069,367.4,368.94,366.29
3/28/2023,363.52,2413653,363.54,364.2,361.682
3/27/2023,364.16,4144795,365.725,366.43,363.4
3/24/2023,363.56,3740941,359.98,363.63,357.72
3/23/2023,362.64,4787193,364.48,368.286,360.12
3/22/2023,361.78,4094840,367.78,371.219,361.66
3/21/2023,367.88,4117629,366.42,368.41,364.88
3/20/2023,363.13,3099753,360.47,363.58,359.82
3/17/2023,359.88,5189907,362.76,363.79,358.4201
3/16/2023,363.86,5049842,355.54,364.26,354.99
3/15/2023,357.74,6610393,354.46,357.88,352.565
3/14/2023,359.96,4798811,358.88,361.51,355.63
3/13/2023,354.08,6478693,350.76,358.67,349.76
3/10/2023,354.68,8360402,359.33,361.24,353.14
3/9/2023,359.84,4409629,367.35,368.88,358.85
3/8/2023,366.55,2906258,366.11,367.2987,364.44
3/7/2023,365.98,3546141,371.63,371.89,365.385
3/6/2023,371.73,2638325,372.26,374.44,371.3
3/3/2023,371.28,4913599,367.29,371.67,366.7
3/2/2023,365.49,2730814,360.81,366.36,360.53
3/1/2023,362.78,3764724,363.34,364.51,361.45
2/28/2023,364.11,3022200,365.01,366.86,364.05
2/27/2023,365.49,3300148,367.49,368.77,364.5936
2/24/2023,364.23,4055007,363.31,365.03,361.73
2/23/2023,368.17,2867193,369.07,369.57,364.13
2/22/2023,366.33,3872004,367.18,368.6,364.84
2/21/2023,366.79,3109176,370.4,371.335,366.48
2/17/2023,374.22,3285327,373.179,374.45,371.32
2/16/2023,375.19,3077501,375.66,379.43,375.09
2/15/2023,380.48,2831621,377.15,380.53,376.33
2/14/2023,379.21,4718037,377.96,381.42,375.45
2/13/2023,379.35,2980600,375.649,379.44,375.2
2/10/2023,375.02,3256705,373,375.39,372.2
2/9/2023,374.11,3327715,380.97,381,372.9486
2/8/2023,377.34,2921503,379.69,380.93,376.73
2/7/2023,381.52,4504633,375.79,382.7468,374.62
2/6/2023,376.66,2880098,376.575,377.93,375.02
2/3/2023,378.85,6472509,378.23,383.2,377.79
2/2/2023,382.94,5207926,381.25,384.41,379.4
2/1/2023,377.53,4941692,372.44,380.16,369.76
1/31/2023,373.44,4181686,368.61,373.54,368.33
1/30/2023,368.21,3280594,370.15,372.29,367.86
1/27/2023,372.87,5549522,370.89,375.08,370.76
1/26/2023,371.81,3460934,370.46,372.06,367.61
1/25/2023,367.88,3061683,363.78,368.16,361.66
1/24/2023,367.75,2702380,366.57,368.61,365.42
1/23/2023,368.14,3243283,364.51,370,363.65
1/20/2023,363.71,3265062,358.45,363.91,356.88
1/19/2023,357.14,3514877,357.76,359.355,355.85
1/18/2023,359.73,3931803,366.67,367.66,359.58
1/17/2023,365.67,4942003,366.19,367.72,364.87
1/13/2023,366.23,3015160,361.6807,366.7297,361.47
1/12/2023,364.81,4743460,364.48,366.15,360.6
1/11/2023,363.45,5710532,360.41,363.51,359.66
1/10/2023,358.87,3495719,355.84,358.95,354.96
1/9/2023,356.33,3775322,358.73,361.73,356.2214
1/6/2023,356.59,3464777,351.59,357.67,348.7399
1/5/2023,348.66,3216538,350.73,350.8,348.06
1/4/2023,352.51,3119087,352.1,354.5635,349.2
1/3/2023,349.99,4957334,353.181,355.0423,347.19
12/30/2022,351.34,5325447,349.79,351.49,347.7635
12/29/2022,352.31,4086575,348.91,353.125,348.47
12/28/2022,346.17,4464644,350.42,352.2,345.9
12/27/2022,350.47,4303215,351.76,352.04,348.85
12/23/2022,351.87,4571981,348.93,351.9479,347.35
12/22/2022,349.91,6462233,351.98,352.25,344.34
12/21/2022,354.9,3832448,352.2,355.9516,351.7
12/20/2022,349.67,5068210,348.45,351.165,347.208
12/19/2022,350.81,5538489,354.13,354.34,349.25
12/16/2022,353.86,4533074,355.649,356.83,351.79
12/15/2022,358.13,5126752,362.47,363.24,356.46
12/14/2022,367.16,4707115,369.1,372.8,364.25
12/13/2022,369.39,6161825,377.11,377.19,366.801
12/12/2022,366.68,2946216,362.28,366.68,361.58
12/9/2022,361.52,4271355,363,365.4402,361.3403
12/8/2022,364.18,3604516,363.13,365.15,361.6
12/7/2022,361.33,3337977,361.05,363.61,360.31
12/6/2022,362.03,3911040,367.09,367.61,359.931
12/5/2022,367.34,3706993,371.28,372.19,365.99
12/2/2022,374,3595984,369.66,374.88,369.66
12/1/2022,374.54,4608628,375.87,377,372.05
11/30/2022,374.49,4748832,363.45,374.59,361.65
11/29/2022,363.31,2507770,363.93,365.18,361.48
11/28/2022,363.95,3557001,366.86,368.38,363.15
11/25/2022,369.8,1423444,369.39,370.34,369.06
11/23/2022,369.84,2590859,367.21,370.3599,367.0225
11/22/2022,367.54,2315964,364.51,367.68,363.21
11/21/2022,362.71,2397875,362.77,363.7386,360.87
11/18/2022,363.99,2574370,365.46,365.59,361.23
11/17/2022,362.39,3284424,358.8,362.99,358.565
11/16/2022,363.44,2755123,364.7,365.52,362.85
11/15/2022,366.22,4597800,368.65,369.742,362.59
11/14/2022,363.22,5274312,364.57,367.79,362.89
11/11/2022,366.16,4877385,363.69,367.02,361.74
11/10/2022,362.69,4603632,356.52,363.01,354.41
11/9/2022,343.87,3570793,349.08,350.22,343.3581
11/8/2022,351.04,3237196,350.21,353.87,347.08
11/7/2022,349.14,3316597,347.06,349.71,345.1
11/4/2022,345.82,3655444,346.41,348.02,340
11/3/2022,340.83,4534774,341.34,343.81,338.9
11/2/2022,344.5,5022535,352.78,357.125,344.41
11/1/2022,353.52,8014279,358.53,358.765,352.29
10/31/2022,354.95,6430961,355.16,356.92,354.05
10/28/2022,357.38,4388078,349.04,357.98,348.95
10/27/2022,349.23,4145263,352.05,353.79,348.595
10/26/2022,351.11,4277708,350.7,356.17,350.44
10/25/2022,353.75,5203396,348.05,354.03,348.03
10/24/2022,348.09,5639417,345.45,349.23,342.87
10/21/2022,343.9,4362430,335.5,344.3905,334.13
10/20/2022,335.83,3459059,338.17,342.42,335.05
10/19/2022,338.61,4403233,339.04,341.67,335.9
10/18/2022,340.97,4903278,344.68,345,337.765
10/17/2022,337,3889516,334.57,338.1,334.46
10/14/2022,328.65,4883998,338.62,340.19,328.025
10/13/2022,336.22,6396891,320.84,337.675,319.87
10/12/2022,327.64,3235062,329.15,330.58,327.44
10/11/2022,328.66,4968108,329.2,333.56,326.85
10/10/2022,330.84,3933860,334.47,334.67,328.66
10/7/2022,333.33,5168076,339.08,339.34,331.65
10/6/2022,342.96,3879612,345.18,347.98,342.49
10/5/2022,346.61,4755772,343.12,348.64,340.86
10/4/2022,347.21,5109957,342.14,347.33,342.13
10/3/2022,336.98,5738997,331.79,338.66,330.1
9/30/2022,328.3,7736631,332.57,336.19,328.12
9/29/2022,333.38,7230121,337.15,337.3,330.53
9/28/2022,340.48,8683949,334.8,342.1,333.18
9/27/2022,335.39,5795659,339.79,341.84,333.08
9/26/2022,336.34,5405686,338.23,341.66,335.07
9/23/2022,339.63,10491490,342.08,342.08,335.31
9/22/2022,345.37,5555622,347.55,348.54,344.67
9/21/2022,348.31,5102402,356.38,359.3,348.31
9/20/2022,354.55,3623962,355.38,356.38,351.8332
9/19/2022,358.59,3412645,352.8,358.59,352.75
9/16/2022,355.86,4452268,354.56,356.48,352.69
9/15/2022,358.68,3807460,361.16,363.97,357.4
9/14/2022,362.73,3555510,362.58,364.17,359.53
9/13/2022,361.38,5549174,369.34,370.53,360.2801
9/12/2022,377.86,2961354,375.82,378.51,375.51
9/9/2022,373.75,2621561,370.24,374.61,369.98
9/8/2022,368.07,3692037,363.375,368.48,362.27
9/7/2022,365.68,4136951,358.86,366.375,358.6904
9/6/2022,359.24,5680313,361.36,362.28,357
9/2/2022,360.45,4544223,367.95,369.13,358.78
9/1/2022,364.27,6126838,361.1,364.7,358.51
8/31/2022,363.15,4062539,367.61,368.79,363.11
8/30/2022,366.03,5044536,371.3,371.445,364.02
8/29/2022,370.05,4953159,369.77,373.05,368.78
8/26/2022,372.51,5153160,385.55,386.05,372.51
8/25/2022,385.73,2631290,381.76,385.73,380.7
8/24/2022,380.19,2241245,378.9,381.58,378.18
8/23/2022,379.04,2869184,379.56,381.87,378.5233
8/22/2022,379.94,4153718,383.43,383.54,379.09
8/19/2022,388.12,2899030,390.7,390.95,387.25
8/18/2022,393.55,3258081,392.42,394.02,391.17
8/17/2022,392.34,3222325,391.56,394.85,390.2931
8/16/2022,395.04,3864849,393.24,396.89,392.44
8/15/2022,394.35,3203933,390.49,394.76,390.46
8/12/2022,392.67,3664357,387.95,392.72,387.09
8/11/2022,386.06,3575370,388.87,390.65,385.4
8/10/2022,386.06,3650992,384.99,386.23,383.1
8/9/2022,378.14,2360524,379.02,379.41,377.1
8/8/2022,379.64,3455348,381.78,383.9068,378.57
8/5/2022,379.98,2852090,376.65,380.7,376.54
8/4/2022,380.77,3410631,380.88,381.53,379.19
8/3/2022,381.07,3854779,377.19,382.1,376.91
8/2/2022,375.21,4132588,376.11,379.627,373.95
8/1/2022,377.65,4421369,376.12,380.01,375.44
7/29/2022,378.79,5246413,374.73,379.66,373.93
7/28/2022,373.32,4345335,369.42,373.91,365.98
7/27/2022,368.66,4500264,362.49,370.33,362.2205
7/26/2022,359.25,2987190,362.12,362.21,358.4501
7/25/2022,363.61,3902230,363.84,364.44,361.45
7/22/2022,363.25,4533862,366.69,367.84,361.01
7/21/2022,366.59,4603979,362.36,366.62,360.01
7/20/2022,362.92,4270636,360.7,364.2399,359.45
7/19/2022,360.61,3620152,354.95,361.09,354.25
7/18/2022,351.08,3544880,356.97,357.62,349.92
7/15/2022,354.01,4520475,351.73,354.11,349.8
7/14/2022,347.44,4624840,343.41,347.95,341.045
7/13/2022,348.36,5603536,344.74,351,344.37
7/12/2022,349.99,4080271,352.6,354.9,348.38
7/11/2022,353.25,3491695,354.84,355.57,352.51
7/8/2022,357.29,4791341,355.906,359.05,354.471
7/7/2022,357.5,3737478,354.01,358.3,354
7/6/2022,352.33,5450928,351.23,354.68,348.93
7/5/2022,351.06,6180564,345.48,351.1,342.78
7/1/2022,350.44,7481480,346.16,350.83,343.59
6/30/2022,346.88,7159599,345.88,349.84,342.45
6/29/2022,349.64,3775861,350.43,351.36,347.81
6/28/2022,350.9,8801780,360.08,362.835,350.9
6/27/2022,358.65,4608590,361,361.15,357.57
6/24/2022,360,5458559,352.03,360.02,351.97
6/23/2022,349.13,6708774,347.63,349.61,344.14
6/22/2022,345.5,4876060,342.08,349.51,341.6348
6/21/2022,346.23,5628348,343.19,347.5,343.11
6/17/2022,337.95,7083981,337.31,340.87,334.24
6/16/2022,337.07,8821869,340.48,340.84,334.57
6/15/2022,348.52,7887624,346.82,352.84,341.97
6/14/2022,343.6,7584190,346.37,347.32,340.57
6/13/2022,344.46,10399710,349.11,350.8353,343.06
6/10/2022,358.27,7629693,362.93,363.69,358.23
6/9/2022,369.1,3021979,376.24,378.44,369.02
6/8/2022,377.99,3436443,380.5,382.23,377.26
6/7/2022,382.17,2649857,375.16,382.61,374.71
6/6/2022,378.47,2659482,381.33,382.96,377.41
6/3/2022,377.44,2749538,379.11,380.6,376.48
6/2/2022,383.65,3273721,376.41,383.74,374.2
6/1/2022,376.5,4245818,381.61,382.64,374.1
5/31/2022,379.68,5016514,380.23,382.85,376.92
5/27/2022,381.8,3911790,374.94,381.86,374.8
5/26/2022,372.46,4248253,366.445,374.13,366.27
5/25/2022,365.2,5704600,360.54,367.16,360.27
5/24/2022,362.18,5567301,360.85,363.21,355.7
5/23/2022,364.81,5254915,361.09,365.57,358.85
5/20/2022,358.02,8755856,361.41,361.95,349.76
5/19/2022,357.93,6359477,357.17,362.23,355.85
5/18/2022,360.34,6883570,370.98,371.16,359
5/17/2022,375.2,4513309,373.66,375.56,370.08
5/16/2022,367.84,4719840,367.71,371.35,365.45
5/13/2022,369.16,5377437,364.73,370.58,363.6416
5/12/2022,360.65,7679237,357.835,363.75,354.02
5/11/2022,360.93,8026944,365.97,371.36,360.27
5/10/2022,366.84,7870750,371.9,373.22,362.91
5/9/2022,365.9,10793230,372.36,373.56,364.5
5/6/2022,378.1,7959647,378.01,381.28,372.95
5/5/2022,380.49,10477250,390.22,390.31,376.35
5/4/2022,394.34,7367547,383.35,394.925,380.28
5/3/2022,382.73,5607696,381.62,385.0556,380
5/2/2022,381.08,10737020,378.79,382.27,372.33
4/29/2022,378.7,8221944,389.42,391.45,378
4/28/2022,393.14,7036192,388.23,394.9,383.87
4/27/2022,383.53,6415702,383.5,388.75,381.5
4/26/2022,382.54,8492984,391.4,391.59,382.44
4/25/2022,393.8,8141182,389.42,394.0584,385
4/22/2022,391.66,6326437,401.67,401.885,391.1
4/21/2022,402.65,4670153,412.38,413.68,401.8
4/20/2022,408.71,5067144,410.82,411.39,407.67
4/19/2022,409.02,3841510,402.58,409.77,402.36
4/18/2022,402.59,4305868,401.55,404.22,400.44
4/14/2022,402.52,3735679,407.72,408.78,402.34
4/13/2022,407.47,4358710,402.57,408.2,402.48
4/12/2022,402.92,6615813,407.33,409.71,401.37
4/11/2022,404.4,3342784,408.5,409.0592,403.925
4/8/2022,411.53,4752812,411.85,414.22,409.98
4/7/2022,412.53,4954053,409.6,414.3,407.74
4/6/2022,410.46,5540716,410.76,412.66,407.64
4/5/2022,414.66,4112033,418.56,420.82,413.5
4/4/2022,419.85,5117208,416.45,419.96,415.72
4/1/2022,416.32,4663067,416.68,416.818,412.87
3/31/2022,415.17,5876639,420.97,421.67,415.05
3/30/2022,421.65,4794334,423.26,424.01,419.59
3/29/2022,424.29,5510554,422.96,424.72,420.25
3/28/2022,418.99,3395334,415.5,419.05,413.69
3/25/2022,416.12,3643255,414.79,416.3581,412.205
3/24/2022,414.02,2977317,409.89,414.1,408.81
3/23/2022,409.33,3742563,412.16,413.62,409.29
3/22/2022,414.67,4231715,411.2,415.52,411.2
3/21/2022,409.91,4159492,409.84,411.75,406.43
3/18/2022,409.89,5874983,403.98,410.28,403.24
3/17/2022,405.41,5177527,398.64,405.56,398.3
3/16/2022,400.51,7407331,395.5,400.55,390.55
3/15/2022,391.75,5739361,385.86,392.37,384.63
3/14/2022,383.34,6454976,387.07,390.268,382.25
3/11/2022,386.16,5872799,393.62,394.1899,385.68
3/10/2022,391.15,6394788,388.44,392.01,386.53
3/9/2022,392.9,5812598,390.88,394.85,388.72
3/8/2022,382.7,9356075,385.76,392.74,381.64
3/7/2022,385.61,8411483,396.73,397,385.56
3/4/2022,397.34,6322478,396.93,398.4264,393.37
3/3/2022,400.58,8745268,405.02,405.54,398.88
3/2/2022,402.6,8185168,397.72,404.1,396.78
3/1/2022,395.34,9124412,400.01,401.92,392.79
2/28/2022,401.36,11855940,397.18,402.85,396
2/25/2022,402.37,11665230,394.95,402.52,393.3955
2/24/2022,393.77,21277220,377.76,394.17,377.5
2/23/2022,387.81,12154860,397.74,398.32,387.38
2/22/2022,394.92,10414740,397.05,400.37,391.505
2/18/2022,399.29,10570830,402.15,403.31,397
2/17/2022,401.86,7540991,407.49,407.98,401.23
2/16/2022,410.59,7743764,408.2,411.89,406.32
2/15/2022,410.1,6822294,408.18,410.29,407.46
2/14/2022,403.62,10167580,404.43,405.99,400.24
2/11/2022,404.94,10458590,413.15,415.2,403.57
2/10/2022,413.18,9260462,414.93,420.8,411.14
2/9/2022,420.57,6284459,418.55,420.87,418.345
2/8/2022,414.49,5565685,410.72,415.46,409.35
2/7/2022,411.16,5620912,413.23,414.62,409.9
2/4/2022,412.52,8210024,410.34,416.24,408.06
2/3/2022,410.59,7658271,414.59,416.43,409.79
2/2/2022,420.36,6726476,418.98,421.18,416.54
2/1/2022,416.39,8154891,414.34,417.04,410.9
1/31/2022,413.69,9200435,405.67,413.97,404.35
1/28/2022,406.26,12096810,397.82,406.33,393.3
1/27/2022,396.54,12455230,402.93,405.97,394.82
1/26/2022,398.56,14377350,405.66,408.1954,394.34
1/25/2022,399.46,16836330,398.17,404.26,392.7325
1/24/2022,404.37,22997840,397.26,404.88,386.84
1/21/2022,402.69,16225930,409.71,411.9265,402.66
1/20/2022,410.76,8907603,417.17,421.75,410.29
1/19/2022,415.33,8184106,421.17,422.535,415.07
1/18/2022,419.74,10697980,422.62,424.98,417.33
1/14/2022,427.23,9960814,423.945,427.5799,422.81
1/13/2022,427.1,7521275,434.09,434.72,426.09
1/12/2022,433.07,8270332,433.56,435.04,431.14
1/11/2022,431.78,7282442,427.68,431.95,424.78
1/10/2022,428.03,10481530,425.38,428.19,419.77
1/7/2022,428.59,6157536,430.21,431.36,427.2
1/6/2022,430.08,7971547,430.2,432.83,427.9
1/5/2022,430.66,7539607,438.78,439.41,430.525
1/4/2022,439.07,6262237,440.58,441.26,437.22
1/3/2022,439.25,6017303,437.93,439.27,435.64
12/31/2021,436.57,5185608,437.23,438.38,436.39
12/30/2021,437.77,3751831,439.39,440.36,437.32
12/29/2021,439.01,4596686,438.5,439.95,437.54
12/28/2021,438.48,4865844,439.28,440.19,437.655
12/27/2021,438.81,4986317,433.98,438.82,433.95
12/23/2021,432.64,5032684,430.91,434.0963,430.87
12/22/2021,429.99,4992213,425.45,430.09,425.32
12/21/2021,425.69,6916663,421.65,425.85,419.52
12/20/2021,419.8,9903413,419.39,420.22,416.3
12/17/2021,424.39,8883451,425.85,428.79,422.67
12/16/2021,428.84,7159519,434.56,434.8,427.35
12/15/2021,432.75,6871253,426.11,432.98,423.67
12/14/2021,426.09,6522926,425.8,428.24,423.2
12/13/2021,429.01,5923878,432.36,432.66,428.75
12/10/2021,432.85,6238301,431.44,432.96,428.95
12/9/2021,428.76,5035427,430.46,431.32,428.61
12/8/2021,431.7,4476542,430.95,432.14,429.24
12/7/2021,430.49,4731920,426.98,431.1,426.94
12/6/2021,421.82,7289493,419.41,423.66,417
12/3/2021,416.84,10228930,422.12,423.19,412.77
12/2/2021,420.56,10417670,414.42,422.06,414.03
12/1/2021,414.24,8370491,424.47,427.2212,413.97
11/30/2021,419.06,8657643,424.8,426.63,418.63
11/29/2021,427.24,6300761,426.71,428.98,424.55
11/26/2021,422.14,7702478,425.19,426.52,420.9
11/24/2021,431.53,4569588,428.56,431.75,427.71
11/23/2021,430.47,6801311,429.57,431.29,427.04
11/22/2021,429.91,4875928,432.93,435.41,429.72
11/19/2021,431.05,4886525,431.87,432.99,430.3798
11/18/2021,431.86,4736823,431.44,432.17,428.8
11/17/2021,430.37,3764856,431.24,431.39,429.84
11/16/2021,431.41,3266998,429.52,432.59,429.4721
11/15/2021,429.77,3122286,430.95,431.005,428.65
11/12/2021,429.57,3655495,427.66,430.17,426.73
11/11/2021,426.4,3634631,427.7,427.82,426.39
11/10/2021,426.26,6350658,428.09,429.73,424.81
11/9/2021,429.72,4696024,431.56,431.75,428.34
11/8/2021,431.23,3511610,431.88,432.34,430.5
11/5/2021,430.71,4942933,431.55,432.76,429.3
11/4/2021,429.25,4287284,427.85,429.37,427.54
11/3/2021,427.25,3562910,424.14,427.66,423.69
11/2/2021,424.69,2989214,423.15,424.96,423.01
11/1/2021,423.05,3937315,423.19,423.57,421.28
10/29/2021,422.16,4637741,419.15,422.515,418.87
10/28/2021,421.41,3643561,418.78,421.44,418.75
10/27/2021,417.33,2873514,419.66,420.29,417.28
10/26/2021,419.15,3085261,420.27,421.5294,418.86
10/25/2021,418.75,2511465,417.64,419.14,415.93
10/22/2021,416.59,3648855,416.58,418,414.7
10/21/2021,417.01,2579450,415.38,417.24,414.9449
10/20/2021,415.99,3208156,414.74,416.22,414.65
10/19/2021,414.38,2838262,412.74,414.38,412.14
10/18/2021,411.18,3402670,408.2,411.46,407.53
10/15/2021,409.93,3501619,408.92,410.26,408.275
10/14/2021,406.76,3788390,403.7,406.95,403.22
10/13/2021,400.04,6492363,399.64,400.88,396.75
10/12/2021,398.76,6201264,400.55,400.92,397.87
10/11/2021,399.56,3695672,401.91,404.74,399.56
10/8/2021,402.49,3960919,404.04,404.3881,401.94
10/7/2021,403.25,4409195,403.07,406.05,402.85
10/6/2021,399.81,6589951,394.65,400.02,393.06
10/5/2021,398.04,5523244,395.56,400.3526,394.79
10/4/2021,394.21,8820427,398.12,398.94,391.96
10/1/2021,399.12,8482196,396.226,400.85,392.77
9/30/2021,394.4,9511155,400.85,401.52,394.34
9/29/2021,399.46,4724166,400.1,401.79,398.86
9/28/2021,400.14,8234309,405.55,405.87,399.33
9/27/2021,408.3,3546600,408.421,409.57,407.59
9/24/2021,409.46,3417688,407.17,410.13,406.95
9/23/2021,408.78,4098043,405.71,410.32,405.47
9/22/2021,403.9,6004773,402.17,405.85,401.26
9/21/2021,400.04,6418124,402.66,403.9,399.44
9/20/2021,400.43,10942740,401.11,402.64,395.57
9/17/2021,407.08,5396095,410.35,410.78,406.77
9/16/2021,411.11,3351499,411.27,412.19,408.23
9/15/2021,411.82,3891386,408.79,412.2578,407.7
9/14/2021,408.41,3657667,412.02,412.18,407.49
9/13/2021,410.54,4738340,412.52,412.71,408.31
9/10/2021,409.58,4035509,414.69,415.1,409.415
9/9/2021,412.77,3887829,414.34,416.07,412.57
9/8/2021,414.63,4012604,414.53,415.26,412.6731
9/7/2021,415.03,3542491,416.27,416.29,414.42
9/3/2021,416.57,3743999,415.58,417.0593,415.16
9/2/2021,416.73,2836923,416.8,417.44,415.495
9/1/2021,415.49,3256370,416.05,416.59,415.16
8/31/2021,415.05,6062916,415.66,416.02,414.58
8/30/2021,415.76,2811785,414.66,416.56,414.39
8/27/2021,413.86,3882200,411.09,414.33,411.02
8/26/2021,410.22,4707561,412.41,412.66,410.2
8/25/2021,412.63,3261412,412.06,413.21,411.67
